href,ID,location,ethnicity,sex,age,age group,education,community type,accent
https://search.library.wisc.edu/digital/AN4HSBPRN6D4N586,AL041,"['Birmingham', 'Alabama']",White,male,40,(middle-aged),college,large city,South
https://search.library.wisc.edu/digital/AEYKX64H5BJJNS85,AL042,"['Selma', 'Alabama']",White,female,53,(middle-aged),high school,small city,South
https://search.library.wisc.edu/digital/AIZ3H2AP4M3QXF8E,AL043,"['Selma', 'Alabama']",White,male,53,(middle-aged),high school,small city,South
https://search.library.wisc.edu/digital/AOCG7NU5W2W3I78N,AL047,"['Gadsden', 'Alabama']",White,male,81,(old),high school,small city,South
https://search.library.wisc.edu/digital/AQDXPP4QQKK6F48Y,AL048,"['Gadsden', 'Alabama']",White,female,58,(middle-aged),high school,small city,South
https://search.library.wisc.edu/digital/AF4KUALKPWAGQS8H,AL052,"['Boaz', 'Alabama']",White,male,69,(old),high school,village,South
https://search.library.wisc.edu/digital/A5RYRAS5YBCMBU85,AL056,"['Lafayette', 'Alabama']",White,male,60,(old),high school,village,South
https://search.library.wisc.edu/digital/AWE3OSVS5GXCNB9A,AL059,"['Birmingham', 'Alabama']",Black,male,60,(old),grade school,large city,South
https://search.library.wisc.edu/digital/AL57VLQWIVL4QR8H,AL061,"['Tuskegee', 'Alabama']",Black,female,24,(young),college,small city,South
https://search.library.wisc.edu/digital/A6W2IPR5EQJNVM8M,AL062,"['Tuskegee', 'Alabama']",Black,male,64,(old),grade school,small city,South
https://search.library.wisc.edu/digital/AVQ5CUXYJS6SGK8I,AR032,"['Stuttgart', 'Arkansas']",White,female,79,(old),high school,rural,South
https://search.library.wisc.edu/digital/AOR5MSIVSRDYM68C,AR042,"['Blue Cane', 'Arkansas']",White,male,20,(young),college,rural,South
https://search.library.wisc.edu/digital/AOWG7VC427SPKS9C,AR047,"['Clarksville', 'Arkansas']",White,male,68,(old),grade school,village,South
https://search.library.wisc.edu/digital/AEUMEZUO3P3FCB8F,AR051,"['Murfreesboro', 'Arkansas']",White,male,70,(old),grade school,rural,South
https://search.library.wisc.edu/digital/AN23SYH7LAA4HL9E,AR052,"['Magnolia', 'Arkansas']",White,female,66,(old),college,village,South
https://search.library.wisc.edu/digital/AP5DZ47TQAWZCR85,AR055,"['Monticello', 'Arkansas']",White,male,84,(old),high school,village,South
https://search.library.wisc.edu/digital/ACRT3NRB5PZ3SE8D,AR056,"['Little Rock', 'Arkansas']",White,male,59,(middle-aged),grade school,large city,South
https://search.library.wisc.edu/digital/A6QZAWGVZK6BYW8O,AZ002,"['Prescott', 'Arizona']",White,female,59,(middle-aged),high school,village,West
https://search.library.wisc.edu/digital/ABODBPXGEXXEMN8N,AZ004,"['Prescott', 'Arizona']",White,male,80,(old),grade school,village,West
https://search.library.wisc.edu/digital/ATIMGFDFBAH7HK85,AZ005,"['Snowflake', 'Arizona']",White,female,30,(young),high school,rural,West
https://search.library.wisc.edu/digital/AJCU6KQLUD7U4N8K,AZ006,"['Snowflake', 'Arizona']",White,male,57,(middle-aged),high school,rural,West
https://search.library.wisc.edu/digital/ACK5DI5VWFVL3D84,AZ009,"['Taylor', 'Arizona']",White,male,40,(middle-aged),college,rural,West
https://search.library.wisc.edu/digital/A3USLCHOEMFJK48P,AZ011,"['Mesa', 'Arizona']",White,female,76,(old),college,small city,West
https://search.library.wisc.edu/digital/ABRAFY6SETOE558C,AZ013,"['Yuma', 'Arizona']",White,male,86,(old),college,small city,West
https://search.library.wisc.edu/digital/AK4N5FQXSRNBZD8W,AZ014,"['Yuma', 'Arizona']",White,male,54,(middle-aged),college,small city,West
https://search.library.wisc.edu/digital/AHCVV5GIMPA7WK85,AZ015,"['Phoenix', 'Arizona']",white,female,75,(old),grade school,large city,West
https://search.library.wisc.edu/digital/AV4BGEFG2OU26Z9E,AZ016,"['Phoenix', 'Arizona']",White,female,74,(old),college,large city,West
https://search.library.wisc.edu/digital/AJDMJWQ5HN2TE28H,CA001,"['Victorville', 'California']",White,female,25,(young),college,small city,West
https://search.library.wisc.edu/digital/AWY3XWX4J2QOCA9E,CA002,"['Barstow', 'California']",White,female,71,(old),college,small city,West
https://search.library.wisc.edu/digital/AD4PFXD2A4LPBR8P,CA003,"['San Bernardino', 'California']",White,male,70,(old),high school,large city,West
https://search.library.wisc.edu/digital/ASYPWZHEZUCLI386,CA004,"['San Bernardino', 'California']",White,female,56,(middle-aged),college,large city,West
https://search.library.wisc.edu/digital/AOTH54YE6UAET78F,CA005,"['Needles', 'California']",White,male,81,(old),high school,village,West
https://search.library.wisc.edu/digital/AWFYRWZIHZGUH78T,CA006,"['Redlands', 'California']",White,female,86,(old),college,small city,West
https://search.library.wisc.edu/digital/APHHKU5CFSMGAB8C,CA007,"['Redlands', 'California']",White,male,62,(old),college,small city,West
https://search.library.wisc.edu/digital/AHVRMSDSYTQCSU9C,CA008,"['Redlands', 'California']",White,female,61,(old),college,small city,West
https://search.library.wisc.edu/digital/AF6DH33VIZSOZU83,CA009,"['Thermal', 'California']",White,female,73,(old),high school,rural,West
https://search.library.wisc.edu/digital/ALMGC4ODPE5RTQ8G,CA010,"['Glendale', 'California']",White,female,52,(middle-aged),college,urban,West
https://search.library.wisc.edu/digital/AV37BUZS4CRQKA9D,CA012,"['Palm Springs', 'California']",White,female,81,(old),grade school,small city,West
https://search.library.wisc.edu/digital/AUIN4J75HA7AZW8T,CA013,"['Palm Springs', 'California']",White,female,74,(old),college,small city,West
https://search.library.wisc.edu/digital/A6H7GUGOC7RSMB87,CA036,"['Yorba Linda', 'California']",White,male,72,(old),grade school,village,West
https://search.library.wisc.edu/digital/AVIX2AAT2A63MN8S,CA052,"['Whittier', 'California']",White,male,67,(old),college,small city,West
https://search.library.wisc.edu/digital/AQJMHGPTHN5AIT8K,CA053,"['Whittier', 'California']",White,female,70,(old),college,small city,West
https://search.library.wisc.edu/digital/A53M5HIUSCD5UW8P,CA063,"['Santa Barbara', 'California']",,,,,,,West
https://search.library.wisc.edu/digital/ACBEEOFI2HQH2A8J,CA066,"['Santa Barbara', 'California']",White,male,42,(middle-aged),high school,small city,West
https://search.library.wisc.edu/digital/A3DQID6TZWQLEM85,CA080,"['El Cajon', 'California']",White,female,37,(young),high school,small city,West
https://search.library.wisc.edu/digital/AGKKK2MKDTXVBT8Z,CA087,"['Julian', 'California']",White,female,67,(old),grade school,rural,West
https://search.library.wisc.edu/digital/ASK62HT2ZS2RAT84,CA090,"['El Centro', 'California']",White,male,74,(old),grade school,village,West
https://search.library.wisc.edu/digital/ABXP2OWK3R4KHM8Y,CA094,"['Needles', 'California']",American Indian,female,43,(middle-aged),high school,village,West
https://search.library.wisc.edu/digital/AUZ6TRPFRAZ5VD9E,CA098,"['St. Helena', 'California']",White,female,88,(old),high school,village,West
https://search.library.wisc.edu/digital/AQADD3BLASXR4T8L,CA099,"['Cloverdale', 'California']",White,female,73,(old),high school,village,West
https://search.library.wisc.edu/digital/A6OK6UFKBMYBOA8S,CA100,"['Garberville', 'California']",White,male,86,(old),grade school,rural,West
https://search.library.wisc.edu/digital/AC7DO5LNYA3MIC8A,CA103,"['Fort Bragg', 'California']",White,male,90,(old),high school,village,West
https://search.library.wisc.edu/digital/ATETLH2ZHKZLC38R,CA107,"['Walnut Creek', 'California']",White,male,71,(old),grade school,urban,West
https://search.library.wisc.edu/digital/AENOQRZK7LTLPF8M,CA113,"['Bakersfield', 'California']",White,male,71,(old),college,small city,West
https://search.library.wisc.edu/digital/ATV4KQSXWHTBFD8A,CA117,"['Fresno', 'California']",White,male,32,(young),college,large city,West
https://search.library.wisc.edu/digital/AWMAOJYOM5253A8V,CA127,"['Sutter Creek', 'California']",White,female,83,(old),grade school,village,West
https://search.library.wisc.edu/digital/ACN5PVK6ILOTNA9C,CA134,"['Cassel', 'California']",White,female,71,(old),grade school,rural,West
https://search.library.wisc.edu/digital/APCCZC7CUSRR7W8H,CA137,"['Weaverville', 'California']",White,male,72,(old),grade school,village,West
https://search.library.wisc.edu/digital/AKVHCPI5FTW53Y8R,CA138,"['Weaverville', 'California']",White,female,72,(old),high school,village,West
https://search.library.wisc.edu/digital/AU3SHHTA6M346G8E,CA144,"['Weed', 'California']",White,female,86,(old),grade school,village,West
https://search.library.wisc.edu/digital/AFE3B5HOBJBV4E84,CA145,"['Weed', 'California']",White,male,60,(old),college,village,West
https://search.library.wisc.edu/digital/AMIQFZBNQPLTCJ8F,CA147,"['Nevada City', 'California']",White,male,65,(old),high school,village,West
https://search.library.wisc.edu/digital/ASUJTEB2WVP2DC8L,CA154,"['Tulelake', 'California']",White,female,32,(young),college,rural,West
https://search.library.wisc.edu/digital/AV5MWOLHEFVVOP8L,CA155,"['Tulelake', 'California']",White,male,41,(middle-aged),high school,rural,West
https://search.library.wisc.edu/digital/ARXEB4S33B4WSX8C,CA157,"['Alturas', 'California']",White,female,83,(old),grade school,village,West
https://search.library.wisc.edu/digital/AECKXV5TUMLH2S82,CA158,"['Alturas', 'California']",White,male,78,(old),high school,village,West
https://search.library.wisc.edu/digital/AU3PQPY5G4DME28K,CA160,"['Red Bluff', 'California']",White,male,74,(old),grade school,village,West
https://search.library.wisc.edu/digital/AV6HDFQEVXB5WM8S,CA161,"['Red Bluff', 'California']",White,male,83,(old),high school,village,West
https://search.library.wisc.edu/digital/AEBEI7NKFBSNDM85,CA162,"['Red Bluff', 'California']",White,female,44,(middle-aged),high school,rural,West
https://search.library.wisc.edu/digital/A7QLQEWA3LUVMY9C,CA163,"['Susanville', 'California']",White,male,69,(old),college,village,West
https://search.library.wisc.edu/digital/AKVJRFF6G7KXCQ85,CA164,"['Susanville', 'California']",White,female,82,(old),high school,village,West
https://search.library.wisc.edu/digital/ADLDSPTEAY74JF9D,CA165,"['Susanville', 'California']",White,female,80,(old),high school,village,West
https://search.library.wisc.edu/digital/A6KZRNBQZHZ6O48M,CA169,"['Colusa', 'California']",White,male,34,(young),college,village,West
https://search.library.wisc.edu/digital/ADBZRF45O24CPW86,CA170,"['Colusa', 'California']",White,female,60,(old),college,village,West
https://search.library.wisc.edu/digital/A4SCTGXLEEOA7H82,CA171,"['Colusa', 'California']",White,male,44,(middle-aged),high school,village,West
https://search.library.wisc.edu/digital/ACE73AZ7EU6K758Z,CA174,"['Oxnard', 'California']",White,female,70,(old),college,small city,West
https://search.library.wisc.edu/digital/AH64TXEVHRT36F8G,CA175,"['Oxnard', 'California']",White,male,39,(young),college,small city,West
https://search.library.wisc.edu/digital/ADG6BCFJXXYXWD86,CA179,"['Los Angeles', 'California']",White,female,64,(old),high school,urban,West
https://search.library.wisc.edu/digital/AXTQYJ34TVBHAA8A,CA180,"['Long Beach', 'California']",White,male,23,(young),high school,urban,West
https://search.library.wisc.edu/digital/A55OJAD6EWUY2Q8Q,CA181,"['Trabuco Oaks', 'California']",White,male,64,(old),high school,rural,West
https://search.library.wisc.edu/digital/ACA2IEWAE5XVVF8D,CA182,"['Trabuco Canyon', 'California']",White,female,45,(middle-aged),college,rural,West
https://search.library.wisc.edu/digital/ACNAG2KKVPPUFV8X,CA183,"['Trabuco Canyon', 'California']",White,female,15,(young),grade school,rural,West
https://search.library.wisc.edu/digital/AB3DUCDP7BPLGY8F,CA184,"['Hollywood', 'California']",White,female,27,(young),college,urban,West
https://search.library.wisc.edu/digital/ADGPOTUISBAB378U,CA185,"['Hollywood', 'California']",White,male,71,(old),college,urban,West
https://search.library.wisc.edu/digital/AV5HMP6BZSVRLS8S,CA189,"['San Juan Capistrano', 'California']",White,female,45,(middle-aged),high school,village,West
https://search.library.wisc.edu/digital/ALFYKJPQWUVGBZ8R,CA192,"['San Juan Capistrano', 'California']",White,female,55,(middle-aged),college,village,West
https://search.library.wisc.edu/digital/ARD2Y6SR5P2GZ69B,CA196,"['Quincy', 'California']",White,female,67,(old),grade school,rural,West
https://search.library.wisc.edu/digital/AFSXACIYUI7Z2A8W,CA197,"['Quincy', 'California']",White,male,75,(old),high school,village,West
https://search.library.wisc.edu/digital/ANT2LWRQSJLNPN85,CA198,"['Quincy', 'California']",White,female,60,(old),college,village,West
https://search.library.wisc.edu/digital/AKMMJL5V2PRNRJ8Q,CA200,"['Mariposa', 'California']",White,female,79,(old),grade school,rural,West
https://search.library.wisc.edu/digital/AQF3KACG2GWS5E8X,CA201,"['Mariposa', 'California']",White,female,72,(old),college,rural,West
https://search.library.wisc.edu/digital/A2XEUKSGKXFCHL8Z,CA202,"['Paradise', 'California']",White,female,79,(old),high school,small city,West
https://search.library.wisc.edu/digital/AU7V67YKNADUEN8V,CA203,"['Paradise', 'California']",White,male,88,(old),high school,small city,West
https://search.library.wisc.edu/digital/ACG42YUSZ7VI7B84,CA204,"['Paradise', 'California']",White,female,75,(old),college,small city,West
https://search.library.wisc.edu/digital/ATZVS2WMJGIUK48R,CA205,"['Lone Pine', 'California']",White,female,69,(old),grade school,village,West
https://search.library.wisc.edu/digital/AIWEL35ONUJCMN8D,CA206,"['Lone Pine', 'California']",White,female,61,(old),high school,village,West
https://search.library.wisc.edu/digital/AI22ILWAVPHMWY9A,CA207,"['Lone Pine', 'California']",White,male,57,(middle-aged),high school,village,West
https://search.library.wisc.edu/digital/ADEELB7DHQEKSJ8A,CA208,"['Bishop', 'California']",White,male,66,(old),high school,village,West
https://search.library.wisc.edu/digital/AUDN73DHTLYEHU8M,CA209,"['Bishop', 'California']",White,female,79,(old),high school,village,West
https://search.library.wisc.edu/digital/A27WB37FXIKZ3S8B,CA210,"['Bishop', 'California']",White,male,55,(middle-aged),high school,village,West
https://search.library.wisc.edu/digital/ARM7GESW4N2VGU8N,CA211,"['San Jose', 'California']",White,male,61,(old),college,large city,West
https://search.library.wisc.edu/digital/ALEEVYX67RIG6C9E,CA212,"['Santa Clara', 'California']",White,female,70,(old),grade school,large city,West
https://search.library.wisc.edu/digital/AI4ID67LCWDW6P8A,CA213,"['Santa Clara', 'California']",White,male,59,(middle-aged),college,large city,West
https://search.library.wisc.edu/digital/ALWJD65DPG3C5V8J,CO022,"['Trinidad', 'Colorado']",White,male,69,(old),high school,small city,West
https://search.library.wisc.edu/digital/A3W7PQIY3O3BMN8N,CT001,"['Southbury', 'Connecticut']",White,female,78,(old),college,village,North
https://search.library.wisc.edu/digital/A432AJOJNJBRJX87,CT002,"['South Britain', 'Connecticut']",White,male,69,(old),high school,rural,North
https://search.library.wisc.edu/digital/AIYKMYS3WHI5IY8G,CT003,"['Southbury', 'Connecticut']",White,male,53,(middle-aged),college,village,North
https://search.library.wisc.edu/digital/AKG2A24U755OEO8T,CT004,"['Wethersfield', 'Connecticut']",White,male,77,(old),high school,small city,North
https://search.library.wisc.edu/digital/AOTCYVSYKRQZJA8Q,CT005,"['Wethersfield', 'Connecticut']",White,female,59,(middle-aged),college,small city,North
https://search.library.wisc.edu/digital/A3C44K6R55QGPV8J,CT006,"['Danbury', 'Connecticut']",White,male,76,(old),grade school,small city,North
https://search.library.wisc.edu/digital/ATEJSGQWW5PGXR8C,CT007,"['Litchfield', 'Connecticut']",White,male,73,(old),grade school,village,North
https://search.library.wisc.edu/digital/AKLDGSM6SRGW3N8M,CT008,"['Litchfield', 'Connecticut']",White,female,63,(old),high school,village,North
https://search.library.wisc.edu/digital/AG2U55ZJ33DXDS8N,CT009,"['Salisbury', 'Connecticut']",White,male,53,(middle-aged),college,village,North
https://search.library.wisc.edu/digital/ATJRRKWPRT46LR8L,CT010,"['Simsbury', 'Connecticut']",White,male,66,(old),college,village,North
https://search.library.wisc.edu/digital/AOF2CK7NMU34KI9D,CT011,"['Simsbury', 'Connecticut']",White,female,50,(middle-aged),college,village,North
https://search.library.wisc.edu/digital/AJOHLWXTWC76279C,CT012,"['East Hampton', 'Connecticut']",White,female,70,(old),grade school,village,North
https://search.library.wisc.edu/digital/A53AMQD3ROQGTR8X,CT013,"['East Hampton', 'Connecticut']",White,male,63,(old),college,village,North
https://search.library.wisc.edu/digital/A24P25OSPA5LVO9C,CT014,"['Guilford', 'Connecticut']",White,male,78,(old),high school,rural,North
https://search.library.wisc.edu/digital/AWVDTZXEEAW32S8S,CT015,"['Guilford', 'Connecticut']",White,male,79,(old),high school,village,North
https://search.library.wisc.edu/digital/A7KTCVPMGVRTEB9E,CT016,"['Guilford', 'Connecticut']",White,female,78,(old),high school,village,North
https://search.library.wisc.edu/digital/A3L4KJZBD74UD29D,CT017,"['Centerbrook', 'Connecticut']",White,male,78,(old),grade school,village,North
https://search.library.wisc.edu/digital/ANGQMEANGYU5PK86,CT018,"['Ivoryton', 'Connecticut']",White,female,78,(old),college,village,North
https://search.library.wisc.edu/digital/AL3KBNKAP227B28M,CT019,"['Ivoryton', 'Connecticut']",White,female,54,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/AQ4QR2TYK3AY3783,CT020,"['Brooklyn', 'Connecticut']",Black,female,82,(old),college,village,North
https://search.library.wisc.edu/digital/ADOTVTCREIW4KB8Q,CT021,"['Brooklyn', 'Connecticut']",White,female,56,(middle-aged),grade school,village,North
https://search.library.wisc.edu/digital/AZSCDFV5AHY5KH8I,CT025,"['Jewett City', 'Connecticut']",White,male,62,(old),college,rural,North
https://search.library.wisc.edu/digital/AEXRFV2TMMDXB48J,CT029,"['Woodstock', 'Connecticut']",White,male,64,(old),grade school,village,North
https://search.library.wisc.edu/digital/A6Y5IWRILKNHQZ9D,CT030,"['Woodstock', 'Connecticut']",White,female,70,(old),grade school,village,North
https://search.library.wisc.edu/digital/AWLQX6UQRV3BP28Z,CT036,"['Lebanon', 'Connecticut']",,,,,,,North
https://search.library.wisc.edu/digital/AADNAEUFRLGSWE86,CT042,"['Bridgeport', 'Connecticut']",Black,female,68,(old),grade school,large city,North
https://search.library.wisc.edu/digital/ATNSV5ZWEEG3T68K,CT043,"['Bridgeport', 'Connecticut']",Black,female,43,(middle-aged),college,large city,North
https://search.library.wisc.edu/digital/AON3DWDQVABKIH9C,DC001,"['Washington', 'District of Columbia']",White,female,70,(old),college,urban,Midland
https://search.library.wisc.edu/digital/ACCP7HR2VGLLF382,DC002,"['Silver Spring', 'Maryland']",White,female,62,(old),college,urban,Midland
https://search.library.wisc.edu/digital/AFSFQ6BGZA7F2687,DC003,"['Washington', 'District of Columbia']",Black,female,74,(old),college,urban,Midland
https://search.library.wisc.edu/digital/A4DTLGGKOTJDY38V,DC008,"['Silver Spring', 'Maryland']",White,male,65,(old),high school,urban,Midland
https://search.library.wisc.edu/digital/AGVMH4DPUVTGAV9A,DC011,"['Washington', 'District of Columbia']",Black,female,40,(middle-aged),college,urban,Midland
https://search.library.wisc.edu/digital/AC5LI7IVLJHI348K,DC012,"['Washington', 'District of Columbia']",Black,male,56,(middle-aged),high school,urban,Midland
https://search.library.wisc.edu/digital/A2XEQ4DRT6SC559D,DC013,"['Washington', 'District of Columbia']",Black,female,45,(middle-aged),high school,urban,Midland
https://search.library.wisc.edu/digital/ALQJZYJZSUK4768P,DC014,"['Washington', 'District of Columbia']",Black,male,56,(middle-aged),high school,urban,Midland
https://search.library.wisc.edu/digital/ANKS2JXQQDHBMX8S,DC015,"['Washington', 'District of Columbia']",,,,,,,Midland
https://search.library.wisc.edu/digital/ASRQ2I3NTRTM7P82,DE001,"['Georgetown', 'Delaware']",White,male,62,(old),high school,village,Midland
https://search.library.wisc.edu/digital/AHQL447PVKCLZT8H,DE002,"['Georgetown', 'Delaware']",White,female,59,(middle-aged),high school,village,Midland
https://search.library.wisc.edu/digital/AWIFYUMQFZ6XSH8E,DE003,"['Dover', 'Delaware']",White,male,79,(old),grade school,small city,Midland
https://search.library.wisc.edu/digital/A6LPTAYKFG53HS8R,DE004,"['Leipsic', 'Delaware']",White,male,60,(old),high school,rural,Midland
https://search.library.wisc.edu/digital/A5HILOEFIFX5CC8X,DE007,"['Dover', 'Delaware']",White,male,68,(old),grade school,rural,Midland
https://search.library.wisc.edu/digital/AK6ON2YYPNX5OS8S,FL002,"['Palatka', 'Florida']",Black,female,88,(old),grade school,small city,South
https://search.library.wisc.edu/digital/ABQSQZWITICO2P8A,FL003,"['Miami', 'Florida']",White,female,66,(old),college,large city,South
https://search.library.wisc.edu/digital/ANNLNTNVJOPK2J9E,FL004,"['Miami', 'Florida']",White,female,45,(middle-aged),high school,large city,South
https://search.library.wisc.edu/digital/AJXWWWHKZJ3BKY8T,FL005,"['Miami', 'Florida']",White,female,40,(middle-aged),college,large city,South
https://search.library.wisc.edu/digital/AEVZAVMNCE3DM487,FL006,"['Chiefland', 'Florida']",White,female,71,(old),high school,village,South
https://search.library.wisc.edu/digital/ABJXS6CMYQVKVW8J,FL008,"['Madison', 'Florida']",White,female,69,(old),college,village,South
https://search.library.wisc.edu/digital/AQPRGYONL6JSTA9A,FL009,"['Elfers', 'Florida']",White,female,75,(old),grade school,rural,South
https://search.library.wisc.edu/digital/AWGFRAESHROLRX8T,FL010,"['Elfers', 'Florida']",White,female,75,(old),grade school,rural,South
https://search.library.wisc.edu/digital/AJH72GWJGNMNPE9A,FL011,"['Boca Grande', 'Florida']",White,female,36,(young),high school,rural,South
https://search.library.wisc.edu/digital/AZXCVDCUBNNZGU8G,FL012,"['Punta Gorda', 'Florida']",White,male,65,(old),college,village,South
https://search.library.wisc.edu/digital/AQYOYFGRLRCMU39C,FL014,"['Boca Grande', 'Florida']",White,female,65,(old),grade school,rural,South
https://search.library.wisc.edu/digital/AUVIRE5FY76P3N9E,FL015,"['Jacksonville', 'Florida']",White,male,66,(old),college,large city,South
https://search.library.wisc.edu/digital/ADWPZ2Y74IH7GU8U,FL016,"['Jacksonville', 'Florida']",White,male,49,(middle-aged),college,large city,South
https://search.library.wisc.edu/digital/AIRNAX45NQFGRO8W,FL017,"['Milton', 'Florida']",White,male,89,(old),college,village,South
https://search.library.wisc.edu/digital/AQKEL2D5SOWMTW8Z,FL019,"['Hilliard', 'Florida']",White,female,68,(old),college,village,South
https://search.library.wisc.edu/digital/AUHBX5ZY5EEKKT8I,FL020,"['Hilliard', 'Florida']",White,female,74,(old),college,village,South
https://search.library.wisc.edu/digital/AV5WF6KCFEAH6M8W,FL022,"['Apalachicola', 'Florida']",White,male,60,(old),high school,village,South
https://search.library.wisc.edu/digital/AU4WVA3EZLGXIL8J,FL023,"['Key West', 'Florida']",White,female,56,(middle-aged),high school,small city,South
https://search.library.wisc.edu/digital/AKDSVOFO6CCFQD84,FL024,"['Key West', 'Florida']",,,,,,,South
https://search.library.wisc.edu/digital/AXXVHRHIO5QNVY85,FL025,"['Key West', 'Florida']",White,female,66,(old),college,small city,South
https://search.library.wisc.edu/digital/AT3REKLQR66LIP8G,FL026,"['Quincy', 'Florida']",White,female,75,(old),grade school,rural,South
https://search.library.wisc.edu/digital/AQE6UGBXU55O2W8E,FL027,"['Bartow', 'Florida']",White,male,69,(old),college,village,South
https://search.library.wisc.edu/digital/AY6ZM53KMFSJ4J8O,FL028,"['Bartow', 'Florida']",White,male,63,(old),college,village,South
https://search.library.wisc.edu/digital/AFDVWOD77QDYFK8L,FL029,"['Fort Pierce', 'Florida']",White,male,71,(old),high school,small city,South
https://search.library.wisc.edu/digital/APCQRW3ENQIDOR8B,FL030,"['Eden', 'Florida']",White,female,75,(old),high school,small city,South
https://search.library.wisc.edu/digital/AZUGJET6YTSXJC8Y,FL031,"['Kissimmee', 'Florida']",White,female,58,(middle-aged),grade school,village,South
https://search.library.wisc.edu/digital/AFBS4VII5EIQT68H,FL033,"['Ocala', 'Florida']",Black,female,71,(old),college,small city,South
https://search.library.wisc.edu/digital/AFBZKKCSA7N3BU86,FL034,"['Ocala', 'Florida']",White,male,49,(middle-aged),high school,rural,South
https://search.library.wisc.edu/digital/A6QKFJS2UBBCN38I,FL035,"['Okeechobee', 'Florida']",White,male,73,(old),grade school,village,South
https://search.library.wisc.edu/digital/AIMPKJYO7S5VFF8R,FL036,"['Basinger', 'Florida']",White,male,72,(old),grade school,rural,South
https://search.library.wisc.edu/digital/A46J5EQUUTA3VT8X,FL037,"['Buckingham', 'Florida']",White,female,80,(old),some schooling,rural,South
https://search.library.wisc.edu/digital/AP5TAUKSX3XF2X8A,FL038,"['Fort Myers', 'Florida']",White,female,48,(middle-aged),high school,small city,South
https://search.library.wisc.edu/digital/AJJFL34XD7OLW685,FL039,"['Fort Myers', 'Florida']",White,female,64,(old),high school,small city,South
https://search.library.wisc.edu/digital/AS3CMLS5OKQQES8R,FL040,"['Key West', 'Florida']",White,female,67,(old),high school,small city,South
https://search.library.wisc.edu/digital/AF6JD52NXQEWTK8V,FL047,"['Fort Myers', 'Florida']",White,male,88,(old),grade school,small city,South
https://search.library.wisc.edu/digital/AYZVLY2Q5P6STE8M,FL048,"['Havana', 'Florida']",Black,male,40,(middle-aged),college,village,South
